Variable,hsim
Experiment,rcp85
Zone,Q11b
Code,MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T_v2
1960-09-01,0
1960-10-01,0
1960-11-01,8.54517202340817
1960-12-01,60.52187399432023
1961-01-01,25.21285139949153
1961-02-01,8.768450020098879
1961-03-01,3.3320110076375746
1961-04-01,1.8271613495233794
1961-05-01,7.817406054667753
1961-06-01,1.440968454578081
1961-07-01,0.5475680127396707
1961-08-01,0.20807584484107486
1961-09-01,0.07906882103960847
1961-10-01,0.03004615199505121
1961-11-01,0.01141753775811946
1961-12-01,0.004338664348085395
1962-01-01,0.0016486924522724504
1962-02-01,0.6670676786138933
1962-03-01,0.0002380711901081418
1962-04-01,40.773003709154914
1962-05-01,14.453356444943795
1962-06-01,4.707006280684919
1962-07-01,1.788662386660269
1962-08-01,0.6796917069309022
1962-09-01,0.2582828486337429
1962-10-01,0.09814748248082228
1962-11-01,33.895174755776566
1962-12-01,9.570702715833617
1963-01-01,3.636867032016774
1963-02-01,1.3820094721663745
1963-03-01,8.407243527024601
1963-04-01,1.9083048232982567
1963-05-01,0.7251558328533376
1963-06-01,0.27555921648426823
1963-07-01,0.10471250226402196
1963-08-01,0.03979075086032834
1963-09-01,0.015120485326924768
1963-10-01,1.168349425347746
1963-11-01,1.3415093097602118
1963-12-01,11.200339200270582
1964-01-01,2.981805332494135
1964-02-01,1.1330860263477716
1964-03-01,0.4305726900121531
1964-04-01,2.1501222789187517
1964-05-01,1.449125448867241
1964-06-01,0.02362638464634687
1964-07-01,0.00897802616561181
1964-08-01,0.0034116499429324883
1964-09-01,0.0012964269783143456
1964-10-01,0.0004926422517594513
1964-11-01,0.00018720405566859154
1964-12-01,7.113754115406479e-05
1965-01-01,9.850164070584281
1965-02-01,2.21491512896133
1965-03-01,2.5777580791910077
1965-04-01,0.3542413997305105
1965-05-01,0.13461173189759396
1965-06-01,0.05115245812108571
1965-07-01,0.019437934086012573
1965-08-01,0.007386414952684777
1965-09-01,0.002806837682020216
1965-10-01,59.61326684524498
1965-11-01,35.859882704531294
1965-12-01,35.870460170081806
1966-01-01,11.634914714412371
1966-02-01,4.421267591476701
1966-03-01,1.680081684761146
1966-04-01,7.527958067864452
1966-05-01,1.2751250298530499
1966-06-01,0.4845475113441589
1966-07-01,0.1841280543107804
1966-08-01,0.06996866063809654
1966-09-01,0.026588091042476683
1966-10-01,1.2708707965527803
1966-11-01,0.0038393203465336328
1966-12-01,0.19130868393934064
1967-01-01,0.0005543978580394564
1967-02-01,5.075421459808199
1967-03-01,22.62208624309357
1967-04-01,6.613217721100355
1967-05-01,2.9941475364284695
1967-06-01,0.9549486389268913
1967-07-01,0.36288048279221874
1967-08-01,0.13789458346104314
1967-09-01,0.05239994171519639
1967-10-01,3.349530698250723
1967-11-01,14.621615189294896
1967-12-01,4.028278658917218
1968-01-01,58.38573894650544
1968-02-01,18.042154615940728
1968-03-01,18.952737626208496
1968-04-01,5.622391805341199
1968-05-01,15.001774412097127
1968-06-01,3.734664179217249
1968-07-01,1.4191723881025546
1968-08-01,0.5392855074789709
1968-09-01,0.2049284928420089
1968-10-01,0.07787282727996339
1968-11-01,1.8590921038568187
1968-12-01,3.0766854289900554
1969-01-01,18.680028416828637
1969-02-01,5.51888498948337
1969-03-01,3.969356231244169
1969-04-01,0.7969269924813985
1969-05-01,8.453942510284644
1969-06-01,1.6358545035486987
1969-07-01,0.6216247113485054
1969-08-01,0.23621739031243208
1969-09-01,0.0897626083187242
1969-10-01,0.0341097911611152
1969-11-01,8.942135865080164
1969-12-01,48.695320559001594
1970-01-01,68.5461045355294
1970-02-01,21.975125331579367
1970-03-01,8.35054762600016
1970-04-01,5.046344747284562
1970-05-01,3.0221379224651908
1970-06-01,0.45821124933388074
1970-07-01,0.1741202747468747
1970-08-01,0.06616570440381239
1970-09-01,0.025142967673448716
1970-10-01,0.009554327715910511
1970-11-01,1.3603097143549947
1970-12-01,4.187734884305288
1971-01-01,18.656364477455245
1971-02-01,5.56075044153952
1971-03-01,7.874678878112152
1971-04-01,1.707043396909463
1971-05-01,1.641757348748154
1971-06-01,0.2464970665137264
1971-07-01,0.09366888527521602
1971-08-01,0.035594176404582095
1971-09-01,0.013525787033741193
1971-10-01,7.276983308530214
1971-11-01,1.0590117682038587
1971-12-01,0.3524190173595437
1972-01-01,15.2986358663953
1972-02-01,4.0288086055686705
1972-03-01,22.981076458546784
1972-04-01,7.75796593812413
1972-05-01,2.436864624179884
1972-06-01,0.9282651335947301
1972-07-01,0.3518832517315752
1972-08-01,0.1337156356579986
1972-09-01,0.05081194155003946
1972-10-01,1.9423952130145221
1972-11-01,12.599539792198161
1972-12-01,32.33197941864592
1973-01-01,9.810200573283371
1973-02-01,3.72787621784768
1973-03-01,1.4708105501344473
1973-04-01,0.5383053258572051
1973-05-01,0.20455602382573793
1973-06-01,0.07773128905378042
1973-07-01,0.029537889840436565
1973-08-01,1.6545876298600655
1973-09-01,0.00426527129295904
1973-10-01,3.437419703551655
1973-11-01,0.0006159051747032855
1973-12-01,0.00023404396638724854
1974-01-01,21.687009037167375
1974-02-01,32.516417225386775
1974-03-01,9.946525905088608
1974-04-01,8.329530321729049
1974-05-01,3.367873796097391
1974-06-01,0.7760780636662455
1974-07-01,0.2949096641931733
1974-08-01,0.1120656723934059
1974-09-01,0.17450562122696273
1974-10-01,8.400385011335853
1974-11-01,57.451924899976966
1974-12-01,77.79139531443181
1975-01-01,36.86503640515392
1975-02-01,12.892784546473512
1975-03-01,4.899258127659935
