Variable,hsim
Experiment,rcp45
Zone,Q4a
Code,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1
1960-09-01,0
1960-10-01,0
1960-11-01,5.088602958493272
1960-12-01,1.5269977481560315
1961-01-01,34.052687487682604
1961-02-01,7.914154353940576
1961-03-01,2.41153907778107
1961-04-01,3.1660764770083034
1961-05-01,0.34822624283158654
1961-06-01,2.39669419971651
1961-07-01,0.21336503244540456
1961-08-01,0.019107870396654823
1961-09-01,0.0072609907507288326
1961-10-01,14.373518045521275
1961-11-01,2.3909157205867047
1961-12-01,14.505115308795064
1962-01-01,1.2506530677609955
1962-02-01,0.47524816574917833
1962-03-01,39.27846137906041
1962-04-01,6.562050220017727
1962-05-01,12.89180559816229
1962-06-01,0.9475600517705597
1962-07-01,0.36007281967281274
1962-08-01,0.13682767147566885
1962-09-01,0.05199451516075415
1962-10-01,0.01975791576108658
1962-11-01,0.0075080079892129005
1962-12-01,0.002853043035900902
1963-01-01,0.001084156353642343
1963-02-01,0.0004119794143840903
1963-03-01,6.463067881716902
1963-04-01,2.515492348240858
1963-05-01,1.0831672416874225
1963-06-01,8.590331081911846e-06
1963-07-01,3.264325811126502e-06
1963-08-01,1.240443808228071e-06
1963-09-01,4.713686471266669e-07
1963-10-01,1.7912008590813343e-07
1963-11-01,5.259940643777158
1963-12-01,4.923135812791731
1964-01-01,37.30377589485969
1964-02-01,15.14637587025359
1964-03-01,3.7585514814981384
1964-04-01,1.4282495629692924
1964-05-01,0.5427348339283312
1964-06-01,0.20623923689276585
1964-07-01,0.2074646382447738
1964-08-01,0.029780945807315384
1964-09-01,0.011316759406779845
1964-10-01,0.004300368574576341
1964-11-01,0.0016341400583390097
1964-12-01,0.0006209732221688237
1965-01-01,3.42936525785292
1965-02-01,8.966853328117816e-05
1965-03-01,3.40740426468477e-05
1965-04-01,0.09846057091545217
1965-05-01,2.0486821460886584
1965-06-01,1.8697108681178268e-06
1965-07-01,7.104901298847743e-07
1965-08-01,2.6998624935621425e-07
1965-09-01,1.0259477475536139e-07
1965-10-01,3.898601440703733e-08
1965-11-01,1.4814685474674188e-08
1965-12-01,5.6295804803761906e-09
1966-01-01,1.5124718466822145
1966-02-01,46.16381265479656
1966-03-01,8.023470498260147
1966-04-01,21.14604830557163
1966-05-01,4.151346383430215
1966-06-01,1.025464936553832
1966-07-01,0.3896766758904562
1966-08-01,0.14807713683837337
1966-09-01,0.05626931199858187
1966-10-01,2.559565685791097
1966-11-01,0.008125288652595222
1966-12-01,0.0030876096879861844
1967-01-01,8.562138264244343
1967-02-01,0.000445850838945205
1967-03-01,7.6379006081370004
1967-04-01,6.078166987162809
1967-05-01,2.446472723460129e-05
1967-06-01,9.29659634914849e-06
1967-07-01,0.45134250097398104
1967-08-01,1.3424285128170422e-06
1967-09-01,5.10122834870476e-07
1967-10-01,1.435393315780712
1967-11-01,5.567440850328658
1967-12-01,2.799146019501276e-08
1968-01-01,5.109804759977183
1968-02-01,6.043584190702975
1968-03-01,6.057463636150003
1968-04-01,17.36354816712566
1968-05-01,1.3371182553598326
1968-06-01,0.5081049370367364
1968-07-01,0.19307987607395985
1968-08-01,2.660157450570426
1968-09-01,0.027880734105079807
1968-10-01,0.010594678959930328
1968-11-01,16.092610360668363
1968-12-01,2.247666652725203
1969-01-01,29.208393107659965
1969-02-01,4.990022949522852
1969-03-01,1.896208720818684
1969-04-01,1.385054151471885
1969-05-01,0.27381253928621796
1969-06-01,0.10404876492876285
1969-07-01,0.039538530672929874
1969-08-01,0.015024641655713353
1969-09-01,0.005709363829171075
1969-10-01,0.002169558255085008
1969-11-01,0.0008244321369323031
1969-12-01,0.00031328421203427517
1970-01-01,2.32010379067779
1970-02-01,4.523824021774934e-05
1970-03-01,7.665318414786587
1970-04-01,5.10626424111157
1970-05-01,2.4823127172283425e-06
1970-06-01,9.432788325467699e-07
1970-07-01,3.5844595636777263e-07
1970-08-01,1.362094634197536e-07
1970-09-01,5.175959609950636e-08
1970-10-01,1.966864651781242e-08
1970-11-01,7.474085676768719e-09
1970-12-01,4.908186016046955
1971-01-01,4.915636908296001
1971-02-01,15.332744818471383
1971-03-01,12.66830196034379
1971-04-01,84.70275193801099
1971-05-01,18.26613667163882
1971-06-01,6.892531871764211
1971-07-01,2.6191621112703998
1971-08-01,0.995281602282752
1971-09-01,0.37820700886744574
1971-10-01,0.14371866336962938
1971-11-01,0.05461309208045917
1971-12-01,0.020752974990574484
1972-01-01,0.007886130496418304
1972-02-01,38.4863034790326
1972-03-01,15.582428527997774
1972-04-01,34.558050870005346
1972-05-01,11.850403311936642
1972-06-01,2.3840293435634528
1972-07-01,1.595486180335539
1972-08-01,1.6952093659291911
1972-09-01,0.13081645814001375
1972-10-01,2.7961543993450957
1972-11-01,0.01888989655541799
1972-12-01,2.5183494173906844
1973-01-01,41.76745903680926
1973-02-01,7.0515190797530005
1973-03-01,3.9315348984511314
1973-04-01,1.0182393551163331
1973-05-01,6.01335285689288
1973-06-01,6.139962400299918
1973-07-01,0.055872829893943425
1973-08-01,0.021231675359698502
1973-09-01,2.3769949367263545
1973-10-01,0.003065853921940463
1973-11-01,1.4452961195862166
1973-12-01,20.91840751027886
1974-01-01,2.3148076886964937
1974-02-01,0.8796269217046676
1974-03-01,0.33425823024777374
1974-04-01,0.127018127494154
1974-05-01,1.4836756525051502
1974-06-01,2.2672566566694874
1974-07-01,0.006969738691859217
1974-08-01,0.0026485007029065028
1974-09-01,0.001006430267104471
1974-10-01,0.000382443501499699
1974-11-01,0.16231642678042618
