Zone,Q11B,Q11B,Q11B,Q11B,Q12,Q12,Q12,Q12,Q14A,Q14A,Q14A,Q14A,Q15A,Q15A,Q15A,Q15A,Q15B,Q15B,Q15B,Q15B,Q18,Q18,Q18,Q18,Q2,Q2,Q2,Q2,Q20,Q20,Q20,Q20,Q23,Q23,Q23,Q23,Q4A,Q4A,Q4A,Q4A,Q4B,Q4B,Q4B,Q4B,Q7,Q7,Q7,Q7,Q8,Q8,Q8,Q8
Variables,P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C],P [mm],Hsim [mm],Hobs [mm],T [C]
1991-06-01,5.721428571,4.01098285303673,0.17227021298723,21.469107666666662,5.181081081,2.7812482683796356,0.06996389474780558,21.469107666666662,4.420833333,0.8786805901168814,0.2184068004854699,21.74699823,11.81234568,1.3766756757270326,0.25336986885090523,22.1193492,8.710218978,1.3343764332218837,0.23924986088357764,21.787321533333326,3.2375,0.6386539026679978,0.20119745081907228,21.30686033333333,5.935714286,1.7788099354364828,0.23888058714918678,22.167789666666657,4.866666667,0.24904193091126414,0.0,21.879810566666666,6.61,0.5093889616325115,0.0,21.73859553333333,20.58387097,1.3907803835846844,0.3963000224359134,21.746998233333333,16.507258064516108,1.1837649231383578,0.29605147442735424,22.57936645,20.406015037593942,3.0952478431248553,0.29414808708147533,21.355209066666664,19.217857142857103,3.2125540954374427,0.2891506169043062,21.124287966666664
1991-07-01,2.0,1.524173484153958,0.050118059991353894,24.38401193548387,2.5,1.0568743419842617,0.13350757327169496,24.38401193548387,4.5125,0.3338986242444149,0.12983136969522768,24.77346706,7.362962963,0.5231367567762725,0.1506150771830096,25.482615354838707,5.305839416,0.5070630446243158,0.14222147418882253,24.850591129032264,0.34375,0.24268848301383922,0.11960131534808219,23.879431000000004,3.792857143,0.6759477754658635,0.24684327338749298,25.025450612903228,4.366666667,0.23598800705416745,0.0,25.04028119354838,5.89,0.2662690769953505,0.0,24.746587870967737,11.8483871,0.5284965457621801,1.3831876472662068,24.773467064516126,8.524999999999974,0.44983067079257594,1.0332947746655357,26.132348096774194,12.55939849624059,1.176194180387445,0.1659833810252269,24.576235387096776,14.22499999999997,1.2207705562662283,0.1631633830955803,24.14912164516129
1991-08-01,14.3,0.579185923978504,0.029391269079675337,24.573352032258068,10.34864865,0.40161224995401945,0.014651262664834583,24.573352032258068,5.1125,0.12688147721287765,0.10652830333967402,25.36381471,9.017283951,0.19879196757498355,0.12358160179118738,26.637504741935484,6.806569343,0.19268395695724005,0.11669454292416212,25.553186,0.0,0.0922216235452589,0.09813441259329823,23.837844354838705,3.764285714,0.25686015467702816,0.24684327338749298,25.613748806451618,3.566666667,0.2236183251134555,0.0,25.908631258064514,3.29,0.13918484047383958,0.0,25.27378896774194,26.87096774,0.20082868738962847,0.5000755340116289,25.36381470967741,11.84435483870966,0.17093565490117887,0.3735758031483092,27.201528548387092,18.170676691729277,0.44695378854722906,0.00577111447872328,25.631327032258067,18.142857142857096,0.46389281138116684,0.005673065319938646,24.99662425806451
1991-09-01,47.76428571,2.505529692396153,0.892271359574883,22.381359833333338,48.78918919,2.260816634994126,0.5169097164896692,22.381359833333338,41.50416667,1.2290341906416409,0.7530695015105968,22.1437245,34.41481481,0.07554094767849376,0.8736226180193974,22.37086418333333,35.05985401,0.07321990364375122,0.8249366460732612,22.28948373333333,42.09375,1.3429628452122513,0.6937314390244984,22.96081846666666,44.27142857,2.28681329191211,1.180811454063307,22.104770966666663,33.28666667,0.2118970194746768,0.0,22.387594616666668,24.82,0.07275504927696295,0.0,22.45516356666667,48.89677419,1.6235282042989734,3.9783041972740922,22.1437245,37.84758064516119,1.7389281226878328,2.9719474051102,22.466782033333335,53.42932330827055,1.6959851221557722,0.8616069629495667,21.126406383333336,53.035714285714164,0.9270840880426601,0.8469685706196891,20.860770666666667
1991-10-01,63.39285714,7.869220273403261,2.6932935764167216,16.97493632258064,62.88108108,4.200376958863076,2.3292215218510615,16.97493632258064,54.975,2.5528742910690485,1.4139967763602037,16.27263026,49.94938272,1.309549934892904,1.6403526675252127,15.759979290322576,53.11094891,1.6295887625922927,1.548937722094932,16.27923864516129,64.65625,3.50245716762876,1.3025809921563565,17.878827580645165,53.26666667,2.93019913311907,1.3897633239719636,16.144780322580647,57.30666667,0.20429572217197683,0.0,16.222608016129037,51.69,0.44740922063280214,0.0,16.59364656451613,67.92580645,4.761039344333343,3.427616238550852,16.27263025806452,52.77741935483861,3.9989683745008553,2.560562159337801,15.155824274193549,67.47443609022541,3.432366851028285,1.2137726256755517,14.403580225806452,64.27142857142846,2.7136190603835364,1.1931510654306345,14.455859806451615
1991-11-01,9.992857143,1.4578559829538018,0.36339840786951166,14.223832733333332,9.910810811,0.02203726737947696,0.08494439927027689,14.223832733333332,8.5,0.006962240417625025,0.3074578040584787,13.44530433,6.496296296,0.010908112844774501,0.3566763640982259,13.170152713333334,6.978832117,0.010572954086157679,0.33679920535924446,13.58320080333333,8.69375,0.005060384927175445,0.28323168634628254,15.571248400000004,9.511904762,0.01409443040743789,0.2873431430478436,12.967079663333331,4.853333333,0.19026537586694126,0.0,13.583619153333334,5.76,0.019879504052908618,0.0,13.99432581666667,16.74516129,0.01101987173444369,0.06861281190206187,13.44530433333333,8.805645161290293,0.009379581255737486,0.05125642941768187,12.329564436666669,17.260150375939833,0.024525248285163555,0.36904489578101235,11.337996676666668,19.407142857142823,0.02545472634610739,0.36277495576881974,11.302746616666667
1991-12-01,25.43571429,0.5539852735224448,0.7363107525509418,13.182384887096775,22.91891892,0.008374161604201246,0.20890395867050654,13.182384887096775,21.66666667,0.002645651358697509,0.7782748589972164,12.55140529,21.5308642,0.00414508288101431,0.9028629077289199,12.038823838709678,21.19416058,0.004017722552739918,0.8525474084615676,12.540665661290321,22.26875,0.0019229462723266695,0.7169507420041629,14.124874951612906,21.66666667,0.4256775966905196,0.6496453668907772,11.909870790322582,13.38666667,0.18029231743408683,0.0,12.599766887096775,18.33,0.01039146427187806,0.0,12.901372032258063,32.38709677,0.004187551259088602,0.7853488767525969,12.551405290322577,27.899193548387075,0.1447405434423233,0.5866860452678162,10.653108248387097,34.210526315789366,0.00931959434836215,0.6329073998015773,10.039864341935484,31.624999999999964,0.009672796011520808,0.6221545307729173,10.31861528709677
1992-01-01,1.957142857,0.210514403938529,0.36900483491939207,10.956803387096771,2.164864865,0.0031821814095964736,0.10354656422675232,10.956803387096771,1.5,0.0010053475163050536,0.2870081743995235,10.19338895,1.309876543,0.001575131494785438,0.3329531101829533,9.654060087096774,1.43649635,0.0015267345700411689,0.31439802078005263,10.206550741935482,2.125,0.0007307195834841345,0.264393383928819,12.270632806451614,0.892857143,0.002035235750834031,0.3787767470946011,9.512001277419357,0.833333333,0.1708420125187967,0.0,10.249035216129036,0.74,0.005431852295023378,0.0,10.63858919354839,2.65483871,0.001591269478453669,0.049191341512365115,10.193388948387096,1.0935483870967722,0.001354411533328493,0.036747838403542496,8.252351893548388,2.5834586466165352,0.0035414458523776167,0.41730775580219365,7.486188306451613,2.517857142857134,0.0036756624843779077,0.4102178471612268,7.651241183870968
1992-02-01,32.77857143,0.6899896280796852,0.4962537397787956,13.759484637931038,38.72702703,0.6569289795372981,0.3863937028554668,13.759484637931038,35.13333333,0.5409728866945243,0.5957738036106096,13.19932714,34.45555556,0.0005985499680184664,0.6911466591245978,12.473954837931036,35.37445255,0.0005801591366156442,0.6526298600368036,13.121857534482755,34.1625,0.5414455027715235,0.5488298454297067,14.551608396551721,39.59285714,1.8238687550361585,0.8043685977626923,12.667595206896552,33.88666667,0.16188706017461432,0.0,13.118736551724139,36.32,0.10481787007171632,0.0,13.586654137931035,42.4516129,0.46911259409698797,0.6530788251304593,13.199327137931034,34.215322580645115,1.1148476258763313,0.4878751908938462,11.474545293103446,43.72706766917283,0.25526729323122116,0.5595938171979729,10.65165789310345,42.00714285714281,0.0013967517440636051,0.5500865195625458,10.78571174137931
1992-03-01,39.40714286,1.3814853114358614,0.5399159140763476,14.188338677419356,51.91891892,2.560443432793712,0.2526931257361919,14.188338677419356,52.5125,2.2872321343636592,0.5866190275423563,13.46740031,51.31604938,1.4251860235004474,0.6805263652206673,12.926169145161289,48.66861314,1.1230285871892434,0.6426014227542582,13.505194903225805,32.3125,0.3624252471408577,0.54039641934747,15.334714870967742,52.91666667,2.866013953282558,0.6117539634119402,13.08673396774194,39.42,0.15340149571871706,0.0,13.544351851612905,42.61,0.22926271153118108,0.0,14.079206935483873,87.06774194,7.935992081263161,3.25019946682959,13.467400306451614,65.898387096774,5.996092008117761,2.428024955495693,11.967247616129033,81.65413533834558,5.227669979074265,1.1838445452814652,11.049584167741935,84.16428571428551,6.003731606553164,1.163731452355555,11.168799612903227
1992-04-01,38.07857143,1.2141003657826466,4.274475896211741,16.01159763333333,54.07567568,2.871488760605596,3.1241759871149517,16.01159763333333,53.26666667,2.3629310983141742,4.580360364018906,15.72447308,61.72716049,2.5228905807243707,5.313595099336487,15.445319633333332,60.75109489,2.4255827353069073,5.017474627403285,15.710454616666665,54.34375,2.4922231576536924,4.219451166469657,16.737274116666665,50.43095238,2.671317770582066,4.1790373981731275,15.55117706666667,54.18666667,0.14536071544790244,0.0,15.841056399999998,55.98,0.4959543396563484,0.0,16.17868753333333,94.40645161,9.16410525526002,13.557826043392085,15.724473083333333,70.85887096774181,6.760256569470464,10.128221455816073,14.662905899999998,72.79473684210512,4.065652542541311,8.302795149739133,13.856847233333335,69.98214285714276,3.6104166897040915,8.161733647148187,13.965772513333327
1992-05-01,23.37142857,0.004389511621707687,0.12673922967305085,20.125448838709676,31.76486486,6.635281015680352e-05,0.5048923886859288,20.125448838709676,35.1625,0.5435428829886477,0.7566362973813451,19.7209729,42.74320988,0.52099050835566,0.877760394865085,19.185948967741936,36.37080292,3.183449214437363e-05,0.8288438294300973,19.667876161290323,15.03125,1.5236497094277739e-05,0.6970171894461492,20.74203290322581,33.67857143,1.3603286979526832,0.9449511961769261,19.42989012903226,27.36666667,0.13774140530070428,0.0,19.650351225806457,32.07,0.01738405773136,0.0,20.13350951612904,68.92258065,4.898899672875592,3.9767737999825963,19.720972903225807,39.2532258064515,1.8905753855764056,2.970804139026534,18.627906225806456,54.90751879699234,1.7200468704476772,1.1222264070639467,17.701885806451614,55.61071428571414,1.1853671817913825,1.1031601841386884,17.750534548387094
1992-06-01,17.90714286,0.001668014416248921,0.8406242740244709,18.398310400000003,22.73513514,2.5214067859585335e-05,0.42472199635138436,18.398310400000003,19.8125,7.965887935281365e-06,0.585311202389749,17.74038797,21.18024691,1.248058086114153e-05,0.6790091803772493,17.308882166666667,19.47810219,1.2097107014861976e-05,0.6411687888567521,17.766206133333334,16.325,5.789868895825542e-06,0.5391916441928651,19.52320963333333,20.9047619,0.36071669795176425,0.4571680202337886,17.979835033333327,11.8,0.13052147325879623,0.0,17.406288683333333,16.13,0.00021198443202940874,0.0,17.88202316666667,67.3483871,4.635411517826507,2.162123430606821,17.74038796666667,34.82499999999994,1.20827963945437,1.6151899906303708,17.63006608333333,57.24887218045097,2.027014154915218,0.5888834999727325,16.61920096666667,54.97142857142842,1.077451502803093,0.5788785811641817,16.50615533333334
1992-07-01,0.214285714,0.00063384547817459,0.00407740149082201,23.217621451612903,0.275675676,9.581345786642428e-06,0.16544403346245787,23.217621451612903,0.370833333,3.0270374154069183e-06,0.05837655908457585,23.59419484,2.141975309,4.742620727233781e-06,0.06772161437441186,24.432760032258066,1.383211679,4.596900665647551e-06,0.06394756760687903,23.75351503225806,0.24375,2.2001501804137055e-06,0.053776781901015015,23.153857806451608,0.766666667,6.127965372203744e-06,0.07221332691981164,24.125017709677422,0.893333333,0.12367998529168163,0.0,23.72053293548387,1.03,0.00011080903455967571,0.0,23.45611670967742,9.509677419,4.791211169424855e-06,0.07979928734228123,23.59419483870967,2.850806451612899,4.078046964607988e-06,0.05961316007685784,25.208672806451613,6.272180451127813,1.066306816888966e-05,0.21312266123639148,23.553337258064516,3.878571428571423,1.1067185909517277e-05,0.20950178389472526,23.165095064516134
1992-08-01,1.95,0.0002408612817063442,0.0,23.979219967741937,3.262162162,3.6409113989241225e-06,0.0,23.979219967741937,6.983333333,1.1502742178546287e-06,0.05587980197505222,24.39838242,14.52222222,1.802195876348837e-06,0.06482517058243087,25.2578360967742,10.69854015,1.746822252946069e-06,0.06121253925709396,24.531623935483868,1.41875,8.360570685572081e-07,0.051476756605859576,23.793839935483874,6.54047619,2.3286268414374225e-06,0.06383877760021371,24.63092441935484,9.606666667,0.11719710465894306,0.9863771699809035,24.6780444516129,10.21,5.792237676370489e-05,2.880887988371581,24.424299741935485,20.98064516,1.820660244381445e-06,1.729676881667008,24.39838241935484,13.243548387096755,1.5496578465510355e-06,1.2921356601316738,25.879518451612906,20.068421052631546,4.05196590417807e-06,0.2258395418134011,24.26181370967742,14.671428571428546,4.2055306456165645e-06,0.22200260924574042,23.812127935483876
1992-09-01,4.907142857,9.15272870484108e-05,0.0,22.1296637,6.943243243,1.3835463315911667e-06,0.00032924185763673217,22.1296637,9.233333333,4.37104202784759e-07,0.05647426795351023,22.1761557,9.296296296,6.84834433012558e-07,0.06551480005671208,22.52743783333333,8.281751825,6.637924561195062e-07,0.06186373648323325,22.230466999999997,7.65625,3.1770168605173907e-07,0.052024381676134664,22.23198136666667,5.292857143,8.848781997462205e-07,0.0617794621937552,22.370182266666674,6.773333333,0.11105403439406009,0.0,22.287190766666672,9.37,3.0277330213086182e-05,0.0,22.255944866666674,11.77741935,6.918508928649492e-07,0.02736496109317499,22.176155699999995,5.795967741935476,5.888699816893935e-07,0.02044268640078551,23.092680566666672,12.283458646616515,1.5397470435876667e-06,0.15094273311386414,21.6934455,12.007142857142819,1.5981016453342948e-06,0.14837827038122706,21.371659433333328
1992-10-01,18.27142857,3.478036907839611e-05,0.2864374547302459,17.436637193548385,29.47567568,5.257476060046434e-07,2.050353668432749,17.436637193548385,30.22083333,0.04691590436309754,0.5630781747954194,16.4159939,24.83950617,2.6023708454477206e-07,0.6532170380391328,15.760873467741934,24.81167883,2.522411333254124e-07,0.6168140125991419,16.476185290322583,27.575,1.2072664069966085e-07,0.518710466564576,18.57472770967742,34.06428571,1.3904697988433188,0.41694272596096504,16.4625844516129,19.62,0.1052329628030275,0.0,16.197214483870972,24.92,1.5826642069126745e-05,0.0,16.740948,39.5516129,2.629033392886807e-07,0.03064438386066599,16.415993903225807,26.895967741935454,2.2377059304196956e-07,0.022892542294355004,15.648353903225807,40.66090225563901,5.851038765633133e-07,0.24432753686913408,14.813209032258067,43.24285714285699,6.072786252270321e-07,0.24017649991669432,14.843252870967744
1992-11-01,7.885714286,1.321654024979052e-05,0.001868809016626755,14.54024401666667,12.95945946,1.9978409028176447e-07,0.34372849937274835,14.54024401666667,13.4125,6.311784688211919e-08,0.5343060214380521,14.16795753,12.6962963,9.889009212701341e-08,0.6198389714839235,14.000160299999997,12.13138686,9.585163066365669e-08,0.5852960668539999,14.239509899999998,9.6875,4.587612346587112e-08,0.4922054131632611,15.699316400000003,17.81904762,0.11923507981144368,0.3183701618384847,13.574216733333332,8.48,0.09971701181974962,0.0,14.434702500000002,9.56,8.272942079813607e-06,0.0,14.757877566666668,27.96451613,9.990326892969865e-08,0.41251494611961886,14.167957533333329,20.61451612903222,8.503282535594842e-08,0.3081646507900034,12.87398026666667,23.49398496240599,2.2233947309405905e-07,0.3163387883293097,11.878608683333336,22.32142857142855,2.3076587758627218e-07,0.3109643061212385,12.004704750000002
1992-12-01,17.65714286,5.0222852949203966e-06,0.03890520589159336,13.014783290322582,18.04864865,7.59179543070705e-08,0.46834654248825136,13.014783290322582,19.11666667,2.3984781815205293e-08,0.32124941475870433,11.94006934,24.05555556,3.757823500826509e-08,0.3726757679015493,11.017236951612905,20.22481752,3.6423619652189545e-08,0.35190698100567613,11.925932161290321,16.2375,1.7432926917031026e-08,0.2959365879766649,14.27858906451613,20.40952381,0.32194687918820586,0.2581008642761326,11.631124225806449,13.50666667,0.09449018806846725,0.0,11.736412790322577,16.07,4.3244530556144075e-06,0.0,12.2989089516129,30.70322581,3.796324219328549e-08,0.3233875229053634,11.940069338709678,21.866935483870932,3.2312473635260404e-08,0.2415830117269924,9.899669699999997,26.959398496240564,8.448899977574243e-08,0.4574501981055255,9.428985867741934,26.774999999999896,8.769103348278344e-08,0.44967828381141955,9.630969725806446
1993-01-01,15.73571429,1.908468412069751e-06,0.004756968405959015,10.086162419354839,20.11351351,2.8848822636686782e-08,0.16149313117081726,10.086162419354839,21.28333333,9.114217089778012e-09,0.27321656369929775,9.442824819,26.12592593,1.4279729303140735e-08,0.31695370637963,8.945967229032258,25.21970803,1.3840975467832028e-08,0.299290245133621,9.41265962580645,21.56875,6.6245122284717906e-09,0.2516884822984366,11.478087419354836,19.80238095,0.27443625230533186,0.0701540115133531,8.984635903225808,21.21333333,0.08953733649132455,0.0,9.427788522580647,25.65,2.26048895904202e-06,0.0,9.741756193548385,33.67096774,1.4426032033448487e-08,0.7748182858658762,9.44282481935484,27.67338709677416,0.1063852191927082,0.5788192857873544,7.507794964516129,27.614285714285614,3.2105819914782125e-08,0.41426898313419347,7.020861477419354,24.98214285714283,3.3322592723457705e-08,0.407230702147631,7.192357219354839
1993-02-01,27.32142857,7.252179965865054e-07,0.0025483759317637576,12.708149500000003,27.37297297,1.096255260194098e-08,0.22717688176934525,12.708149500000003,25.90833333,3.463402494115644e-09,0.0756160724598579,11.81464382,25.44320988,5.426297135193479e-09,0.08772086912856604,10.856699839285715,23.11386861,5.25957067777617e-09,0.08283228716491862,11.728514678571427,17.3625,2.5173146468192805e-09,0.06965790893899294,13.740077410714287,27.95714286,0.9125687636343441,0.1039267841792726,11.494351017857143,21.32666667,0.08484409640661988,0.0,11.722064392857144,18.22,1.1816084642928066e-06,0.0,12.264370535714283,37.24193548,5.481892172710425e-09,0.6662693922619238,11.814643821428573,28.045967741935417,0.16379051940431988,0.4977290557102038,9.594449424999999,38.47218045112772,1.2200211567617207e-08,0.36020947272951576,9.141973989285713,42.82499999999987,1.2662585234913928e-08,0.3540896433763474,9.304998139285711
1993-03-01,34.15,0.7633239907160352,0.655612181378422,15.211478419354837,49.43513514,2.2014469960178995,1.2114454151743554,15.211478419354837,52.25833333,2.2615448239786313,1.7866080516576794,14.60367705,65.96790123,2.9699877821860823,2.072612422004656,13.76901977419355,62.49781022,2.61382368703085,1.9571081434390436,14.510651416129031,41.64375,1.2644150377926817,1.6458323862047899,15.99789038709677,54.88333333,3.019617137008537,1.8745261706522958,14.226715161290322,59.34,0.12456914416643136,0.0,14.53882527419355,53.21,0.4397791362551422,0.0,15.056725293548391,90.58387097,8.52424522491703,5.680288175571178,14.60367704516129,66.60483870967717,6.1047428606883445,4.243395393251733,12.51290077419355,77.73458646616523,4.7132025545983876,2.110746816735878,12.057953841935484,74.70714285714273,4.407475207328524,2.074885987679151,12.336603970967744
