Production date,Q15a,Q15b,Q16,Q17,Q18,Q19,Q20,Q21,Q14b,Q14a,Q13,Q12,Q11b,Q11a,Q10,Q9,Q8b,Q8a,Q7,Q6,Q5,Q4b,Q4a,Q3,Q1,Q2,Q22,Q23
2020-03-01,13.819241,14.604304,15.275207,15.296145,15.395989,14.781851,14.289923,14.858645,14.806226,14.795186,14.959991,14.918029,15.075872,15.102965,15.237176,15.128303,14.565078,13.110445,12.841279,14.736735,14.098755,13.267904,11.53713,14.3692045,14.256831,14.181906,14.858645,14.830417
2020-04-01,13.838352,14.949224,16.00336,16.039646,16.384058,15.254339,14.547751,15.364646,15.190688,15.175803,15.420414,15.357721,15.59354,15.606561,15.69418,15.426625,14.531429,12.59111,12.222655,14.857966,13.943089,12.772655,10.553338,14.385868,14.16048,14.080617,15.364646,15.324099
2020-05-01,20.138262,20.822147,21.111746,21.109938,20.502563,20.985458,20.456062,21.068104,21.152277,21.139063,21.19932,21.186481,21.234774,21.270815,21.748947,22.063063,21.842266,20.111206,19.926582,21.56499,20.84666,20.333923,18.774845,21.071482,20.95016,20.864311,21.068104,21.037725
2020-06-01,20.296804,20.246845,20.292469,20.29325,20.048977,20.418259,20.271526,20.441166,20.27502,20.273838,20.257103,20.261993,20.2436,20.252178,20.446875,20.625542,20.720692,19.998058,20.018095,20.482334,20.282913,20.489809,19.605566,20.401571,20.30523,20.324287,20.441166,20.432745
2020-07-01,27.196861,25.841892,24.572332,24.525154,23.163084,26.031546,26.4567,25.965174,25.628984,25.64422,25.226154,25.336088,24.922577,24.876957,25.108047,25.847734,27.14754,27.628817,27.820826,26.318436,27.036531,28.386528,27.82942,26.751905,26.897635,27.01038,25.965174,25.98957
2020-08-01,26.625576,25.510239,24.5885,24.55599,23.47289,25.75436,26.040333,25.709717,25.316572,25.32894,24.93014,25.035599,24.638922,24.55087,24.605894,25.157804,26.23221,26.502579,26.89101,25.616465,26.249157,27.803318,27.254936,26.07742,26.184011,26.300873,25.709717,25.726126
2020-09-01,25.25301,26.79528,27.64228,27.647669,26.661474,26.379824,25.6383,26.495584,27.521627,27.491325,27.6001,27.578686,27.65924,27.679018,28.25374,28.580997,27.910799,25.497742,25.165066,27.837185,26.74196,25.580517,23.419819,27.054054,26.920065,26.751945,26.495584,26.453033
2020-10-01,15.286844,16.807499,18.246796,18.294977,18.814995,16.671602,16.012035,16.774569,17.167713,17.14666,17.602531,17.483868,17.930218,18.040094,18.30675,17.939383,16.814445,14.589546,14.122571,17.096638,15.849527,14.315496,12.393083,16.334984,16.057833,15.92121,16.774569,16.73672
2020-11-01,11.652729,13.118952,14.467852,14.512885,15.125845,13.033296,12.386681,13.13424,13.45924,13.439404,13.84758,13.741601,14.14024,14.225142,14.350077,13.927469,12.901009,11.016261,10.5568905,13.247907,12.208361,10.668644,8.944637,12.601839,12.411844,12.273674,13.13424,13.097135
2020-12-01,8.910784,10.623339,12.075392,12.121774,12.900943,10.513397,9.777197,10.628326,11.0365925,11.013503,11.513348,11.38324,11.872639,11.981825,12.111078,11.577923,10.253911,8.071067,7.5244684,10.79037,9.565826,7.614517,5.678253,10.030942,9.822379,9.654689,10.628326,10.586081
2021-01-01,13.101601,14.483522,15.63405,15.669553,16.16877,14.393117,13.781448,14.4886055,14.838907,14.819642,15.152219,15.066715,15.388336,15.450661,15.610853,15.309673,14.319332,12.41256,11.849707,14.669336,13.674443,11.984513,9.895957,14.050966,13.882255,13.7471695,14.4886055,14.4535055
2021-02-01,13.157404,14.284073,15.286125,15.318372,15.752406,14.315124,13.747406,14.40375,14.563907,14.548149,14.829833,14.757261,15.030241,15.077331,15.176624,14.889242,14.011297,12.31511,11.878262,14.362907,13.515267,12.188518,10.200653,13.876232,13.717367,13.616912,14.40375,14.371172
2021-03-01,11.580833,12.996039,14.254586,14.296595,14.934319,13.084929,12.378031,13.195284,13.313731,13.295034,13.684032,13.582976,13.963099,14.03364,14.190644,13.8081875,12.592942,10.422014,9.927622,13.074828,11.920569,10.209913,8.134863,12.419199,12.174114,12.049787,13.195284,13.154718
2021-04-01,11.835891,12.955518,14.126264,14.170473,14.829961,13.304556,12.60874,13.413181,13.136098,13.12265,13.406519,13.332721,13.610313,13.622715,13.567162,13.131411,12.158645,10.471614,10.12747,12.628351,11.790668,10.610057,8.65333,12.219657,12.012661,11.9367695,13.413181,13.373252
2021-05-01,19.008436,19.837402,20.307283,20.314177,19.651495,20.35138,19.579117,20.47194,20.152887,20.138773,20.1463,20.148098,20.141338,20.0926,20.305004,20.43716,19.854624,17.945759,17.878044,20.014278,19.268976,18.629473,16.986103,19.641968,19.498653,19.431028,20.47194,20.427624
2021-06-01,20.285105,20.27098,20.419107,20.424385,19.949495,20.60942,20.333426,20.652506,20.300947,20.299017,20.191082,20.221066,20.108292,20.05222,20.116089,20.285845,20.391422,19.641886,19.852293,20.235937,20.107836,20.637623,19.798187,20.258476,20.17699,20.210114,20.652506,20.636667
2021-07-01,23.645428,23.174814,22.815607,22.801044,22.154024,23.352266,23.367199,23.349936,23.141771,23.145271,22.991766,23.032703,22.878723,22.874538,23.12587,23.534412,24.06654,23.673378,23.810099,23.575823,23.6525,24.29615,23.752924,23.643984,23.626146,23.673845,23.349936,23.350792
2021-08-01,27.152454,26.38205,25.509096,25.471828,24.295252,26.657623,26.743557,26.644209,26.343805,26.35062,26.024174,26.111404,25.7833,25.750841,26.027561,26.687052,27.627163,27.531805,27.717665,26.969952,27.368488,28.264597,27.678831,27.174723,27.319613,27.361605,26.644209,26.64914
2021-09-01,22.645164,23.558666,24.099497,24.108313,23.67186,23.634687,23.082985,23.720814,23.902063,23.886858,24.00012,23.97336,24.074018,24.09716,24.383629,24.468729,23.96648,22.254314,22.044888,24.016739,23.297693,22.4531,20.877615,23.54809,23.461958,23.357594,23.720814,23.689154
2021-10-01,18.422039,19.203793,19.827154,19.84442,19.735033,19.386766,18.865398,19.468159,19.440437,19.428507,19.526728,19.50318,19.591759,19.594376,19.713837,19.676325,19.312927,17.904985,17.70869,19.355455,18.813047,18.105566,16.653887,19.02882,18.96312,18.884682,19.468159,19.43824
2021-11-01,15.235933,16.553673,17.521896,17.545605,17.269978,16.511013,15.825678,16.618002,16.99092,16.969982,17.20884,17.149368,17.373068,17.420973,17.66146,17.551855,16.872494,15.047849,14.635508,16.97982,16.098654,14.807871,13.033166,16.383713,16.276335,16.136066,16.618002,16.578674
2021-12-01,8.974222,10.780966,12.284465,12.329231,12.713431,10.715871,9.844433,10.8519125,11.281853,11.255646,11.564116,11.487085,11.7768345,11.799531,11.698249,11.218345,10.318814,8.566514,8.0985155,10.780391,9.993423,8.183623,6.4119315,10.226725,10.247074,10.053805,10.8519125,10.801905
2022-01-01,9.458418,11.173107,12.715091,12.767719,13.683928,11.210766,10.416525,11.334755,11.536368,11.514494,11.944708,11.833271,12.252441,12.315839,12.323149,11.766711,10.514631,8.474699,7.9213614,11.085906,9.985608,8.04268,6.0404477,10.418401,10.251086,10.087072,11.334755,11.289178
2022-02-01,11.530058,12.952732,14.186482,14.225837,14.888539,12.887047,12.243218,12.9875555,13.305078,13.285362,13.685887,13.581963,13.972873,14.0533695,14.206169,13.812332,12.683292,10.693793,10.251556,13.100499,12.000138,10.479905,8.623694,12.448978,12.225279,12.097293,12.9875555,12.95061
2022-03-01,10.224414,11.530904,12.874477,12.922475,13.78044,11.612741,10.94275,11.717334,11.799491,11.782149,12.181755,12.077434,12.469837,12.542271,12.573004,12.079733,10.979675,9.179849,8.786082,11.468781,10.497951,9.160375,7.1927114,10.930397,10.718845,10.614718,11.717334,11.678886
2022-04-01,13.424727,14.128258,14.973247,15.006305,15.387635,14.526602,13.96267,14.614638,14.232867,14.22406,14.403008,14.356577,14.531231,14.52771,14.46881,14.168284,13.464539,12.111313,11.945714,13.832022,13.230184,12.588454,10.920353,13.595211,13.422451,13.391822,14.614638,14.582277
2022-05-01,18.30728,18.795143,19.086409,19.090073,18.558065,18.84561,18.51625,18.897028,19.004387,18.99517,19.017424,19.013866,19.02725,19.013123,19.251724,19.400051,19.058285,17.484608,17.303692,19.044207,18.461794,17.978844,16.078613,18.755789,18.608217,18.575119,18.897028,18.878128
2022-06-01,25.303246,24.640316,23.584991,23.541227,22.409885,24.785522,25.035896,24.746435,24.565186,24.574322,24.248234,24.334732,24.009377,24.002851,24.491375,25.32456,26.27212,25.644333,25.698088,25.468748,25.694036,25.991371,25.368635,25.473257,25.64591,25.627249,24.746435,24.760801
2022-07-01,26.103657,25.01033,24.180012,24.1536,23.243755,25.309998,25.588646,25.266499,24.771544,24.785051,24.464546,24.548328,24.233192,24.185719,24.286343,24.78414,25.831131,26.281984,26.61504,25.176405,25.77371,27.153545,27.133585,25.569483,25.65914,25.765244,25.266499,25.282488
2022-08-01,28.036175,27.344845,26.478289,26.439878,25.155134,27.622343,27.670803,27.614779,27.338568,27.343935,27.013292,27.10206,26.768162,26.706034,26.948082,27.567904,28.371414,28.12466,28.289602,27.783016,28.08923,28.914043,28.137335,27.976475,28.04875,28.104189,27.614779,27.61756
2022-09-01,24.167576,24.487267,24.384222,24.370443,23.601212,24.64333,24.349575,24.689188,24.692835,24.68616,24.558388,24.595078,24.45707,24.417988,24.728748,25.132418,25.253376,23.965181,23.84995,24.930208,24.610947,24.311398,22.87984,24.693247,24.681896,24.626368,24.689188,24.67233
2022-10-01,17.381245,18.460148,19.478453,19.509066,19.68208,18.412113,17.831436,18.502764,18.792835,18.775135,19.028053,18.963861,19.205318,19.246832,19.478027,19.330889,18.709446,16.985031,16.804052,18.705492,17.8044,17.249308,15.694858,18.180399,17.93346,17.858864,18.502764,18.46944
2022-11-01,14.148718,15.291443,16.405787,16.441893,16.728144,15.234287,14.665115,15.323142,15.597101,15.579855,15.844466,15.776959,16.030886,16.06867,16.180748,15.923663,15.224887,13.661123,13.331468,15.3887205,14.584691,13.662482,11.879458,14.909245,14.729914,14.639729,15.323142,15.29048
2022-12-01,10.034078,11.627751,13.215535,13.267583,13.8309145,11.338525,10.66938,11.4429865,12.049841,12.025896,12.45603,12.3451805,12.762142,12.8510065,12.980855,12.538248,11.543096,9.750155,9.351502,11.82941,10.781981,9.474215,7.856302,11.162229,10.955587,10.818745,11.4429865,11.404588
2023-01-01,7.0224295,8.552868,9.96792,10.013483,10.618416,8.401542,7.7200003,8.507938,8.947454,8.925471,9.318428,9.217189,9.5980015,9.678719,9.759392,9.326487,8.398331,6.6600447,6.2483478,8.71892,7.7741933,6.3113313,4.794688,8.102543,7.972152,7.8230696,8.507938,8.468828
2023-02-01,10.608776,11.961311,13.228999,13.26988,13.781944,12.015479,11.2902355,12.128697,12.313407,12.29361,12.576357,12.504598,12.774523,12.8023405,12.860674,12.532715,11.711044,9.9533415,9.590552,11.981717,11.113208,9.975779,7.9837003,11.464472,11.305037,11.19103,12.128697,12.08708
2023-03-01,9.644585,11.0690775,12.534137,12.586529,13.452326,11.305398,10.486084,11.433303,11.360723,11.341794,11.71261,11.616579,11.977798,12.023924,12.07657,11.6253395,10.557638,8.510261,8.092122,10.952626,9.89494,8.506747,6.3845387,10.3734455,10.126348,10.018707,11.433303,11.386287
2023-04-01,12.440271,13.629514,14.814074,14.85401,15.208536,13.777292,13.08235,13.885781,13.919635,13.902505,14.198112,14.122114,14.407977,14.456751,14.613987,14.3524475,13.504993,11.552805,11.241558,13.739772,12.785237,11.712641,9.7754545,13.203329,12.986822,12.892611,13.885781,13.845902
2023-05-01,16.237154,17.380817,18.338474,18.368979,18.44631,17.647524,16.952177,17.756077,17.65527,17.63953,17.89452,17.829227,18.074825,18.0924,18.404188,18.293375,17.233807,14.755054,14.533427,17.470417,16.217207,15.219659,13.235005,16.834711,16.457687,16.386713,17.756077,17.716175
2023-06-01,21.344929,21.79559,21.856718,21.848682,21.227634,21.796991,21.519245,21.84035,22.036703,22.027903,22.050869,22.047005,22.061546,22.092962,22.531845,22.862223,22.578709,20.868267,20.77241,22.463184,21.844486,21.270721,19.893955,22.064274,21.97264,21.904291,21.84035,21.82441
2023-07-01,25.219112,23.951859,23.006762,22.976818,21.99258,24.277267,24.60691,24.225807,23.677423,23.692852,23.326744,23.422445,23.06247,22.997715,23.009956,23.493956,24.678844,25.33813,25.687304,24.014538,24.784729,26.293077,26.204803,24.533615,24.65625,24.786285,24.225807,24.244724
2023-08-01,25.290592,24.572723,23.981308,23.961037,23.056086,24.801079,24.954912,24.777063,24.43533,24.443876,24.248362,24.299387,24.107464,24.109457,24.406578,24.90912,25.696335,25.467337,25.720213,25.008545,25.202904,26.194523,25.979385,25.122852,25.12888,25.187063,24.777063,24.78589
2023-09-01,20.446796,21.113018,21.738039,21.757137,21.711117,21.239342,20.795069,21.308699,21.310263,21.299725,21.487488,21.439123,21.621048,21.68114,22.00793,22.032658,21.552277,19.760355,19.80136,21.505081,20.685328,20.465895,19.279995,21.05783,20.856617,20.80035,21.308699,21.283203
2023-10-01,17.476517,18.767157,19.652458,19.675175,19.591484,18.742939,18.132538,18.83823,19.143673,19.125265,19.36666,19.305805,19.534706,19.584026,19.821651,19.703402,18.882181,16.846552,16.440445,19.127764,18.192022,16.670897,14.863984,18.520336,18.422152,18.273014,18.83823,18.803202
2023-11-01,12.456008,13.553209,14.685026,14.724884,15.282464,13.626139,13.045321,13.716811,13.792332,13.777285,14.086573,14.006274,14.308318,14.354059,14.326131,13.900405,13.051715,11.545525,11.240327,13.447124,12.698258,11.665447,9.868669,13.041916,12.892072,12.80665,13.716811,13.683481
2023-12-01,10.112717,11.5634,12.864699,12.9077635,13.641415,11.576036,10.884634,11.683972,11.900203,11.880761,12.269026,12.168373,12.546978,12.619337,12.650425,12.177421,11.218068,9.4841795,9.036478,11.596467,10.679213,9.127683,7.4737644,11.017752,10.883065,10.742052,11.683972,11.644297
2024-01-01,11.770019,13.198998,14.482013,14.52527,15.223684,13.223185,12.553759,13.32769,13.513174,13.49453,13.890196,13.787306,14.174327,14.2522335,14.410673,14.024767,12.91017,10.867897,10.357854,13.304884,12.199281,10.563519,8.512252,12.642929,12.419424,12.287247,13.32769,13.289275
2024-02-01,12.437316,13.328234,14.184612,14.212327,14.50897,13.354351,12.873222,13.429461,13.5638895,13.550557,13.753763,13.701945,13.896855,13.914589,13.902973,13.624234,12.968578,11.779816,11.55533,13.276606,12.693633,11.935482,10.4848795,12.96293,12.851336,12.783652,13.429461,13.401851
2024-03-01,11.228451,12.350522,13.456932,13.496355,14.057729,12.555918,11.917202,12.655629,12.573976,12.559515,12.858927,12.781162,13.07367,13.1134815,13.164287,12.806838,11.873013,10.126075,9.745416,12.26232,11.381979,10.165193,8.168822,11.7917385,11.594641,11.506212,12.655629,12.618977
2024-04-01,12.822113,13.689824,14.612001,14.646662,14.897004,14.097287,13.464065,14.19614,13.835724,13.8250265,13.983782,13.943376,14.095361,14.080112,14.066051,13.823224,13.08024,11.501986,11.208089,13.43918,12.757463,11.758736,9.846179,13.129741,12.971141,12.913796,14.19614,14.159803
2024-05-01,18.6491,19.08444,19.446526,19.457016,19.100225,19.452494,19.000576,19.523045,19.211552,19.204893,19.232788,19.226992,19.248795,19.240671,19.460793,19.58756,19.332676,17.842371,17.733932,19.25824,18.720322,18.333652,16.810863,18.987728,18.854696,18.821047,19.523045,19.497112
2024-06-01,22.960136,24.275007,24.968178,24.975704,24.191305,24.119915,23.475632,24.220495,24.799662,24.777039,24.866467,24.848236,24.916815,24.91514,25.424541,25.70435,25.170612,23.054941,22.834639,24.974628,23.937906,23.04092,21.720478,24.259144,24.073103,23.933062,24.220495,24.183523
2024-07-01,26.438097,25.713455,24.933886,24.902132,23.842037,25.96524,26.075684,25.947998,25.645075,25.652336,25.373966,25.447952,25.169657,25.147764,25.427137,26.024107,26.838333,26.58787,26.642572,26.23679,26.541876,27.114838,26.303198,26.400585,26.499409,26.542442,25.947998,25.954336
2024-08-01,26.122162,25.184267,24.433525,24.410496,23.563791,25.651987,25.80413,25.628237,24.949305,24.962019,24.616234,24.70713,24.36523,24.274696,24.233932,24.632772,25.471981,25.686825,25.884562,25.067478,25.641964,26.603666,25.850351,25.493536,25.606564,25.700592,25.628237,25.636967
2024-09-01,26.20497,26.340628,26.162283,26.148548,25.22456,26.514696,26.311192,26.546465,26.469902,26.46637,26.250174,26.310139,26.084587,26.005444,26.170525,26.56261,26.704561,25.814442,25.643425,26.55455,26.459112,26.137644,24.569414,26.491905,26.548548,26.514856,26.546465,26.534786
2024-10-01,18.717718,19.5887,20.316065,20.337446,20.281162,19.789228,19.218838,19.878273,19.837194,19.824135,19.981014,19.941765,20.0894,20.10239,20.229546,20.119703,19.574854,18.095606,17.86678,19.701912,19.034101,18.260359,16.732107,19.31958,19.189264,19.113846,19.878273,19.845541
2024-11-01,11.968721,13.275484,14.439599,14.477309,14.963327,13.344534,12.670844,13.449705,13.595017,13.577027,13.853077,13.782652,14.047556,14.081839,14.088518,13.73408,13.012863,11.499994,11.121836,13.278062,12.538934,11.299967,9.659081,12.8005705,12.718976,12.590108,13.449705,13.411045
2024-12-01,12.234274,13.597903,14.6613,14.693204,15.180183,13.520281,12.929178,13.612558,13.9467325,13.928174,14.263269,14.176887,14.501818,14.567387,14.705391,14.385241,13.433576,11.541873,11.01834,13.775448,12.81824,11.173755,9.140878,13.168788,13.026369,12.885301,13.612558,13.578638
2025-01-01,8.337732,9.839063,11.265086,11.315022,12.229272,9.967852,9.206575,10.086696,10.146675,10.127437,10.540096,10.43273,10.836584,10.903134,10.921352,10.397683,9.197076,7.289706,6.8046117,9.751482,8.716167,7.096688,4.9703817,9.1496105,8.958672,8.825013,10.086696,10.04301
2025-02-01,12.723064,13.786656,14.638127,14.662837,14.726236,13.806197,13.262499,13.891074,14.084712,14.069246,14.2080765,14.17441,14.301048,14.291256,14.284821,14.088618,13.51248,12.247997,11.868728,13.774662,13.225771,12.068268,10.430084,13.424992,13.391632,13.285342,13.891074,13.859875
2025-03-01,11.919142,12.898382,13.904867,13.940413,14.153805,13.276764,12.570709,13.386987,13.108761,13.095375,13.248144,13.210107,13.353188,13.326132,13.2149315,12.90362,12.17043,10.662009,10.3002825,12.6001,12.007053,10.877003,8.676452,12.331785,12.232753,12.16359,13.386987,13.34647
2025-04-01,11.117474,12.189379,13.254364,13.294456,13.834083,12.632629,11.919636,12.743936,12.356435,12.344068,12.57616,12.516197,12.741751,12.740017,12.715723,12.368414,11.426948,9.613145,9.224991,11.887692,11.058207,9.748998,7.5830946,11.486541,11.300706,11.221014,12.743936,12.703021
2025-05-01,16.14287,16.38504,16.739988,16.755478,16.623333,16.848494,16.469265,16.907696,16.393078,16.390547,16.34805,16.360336,16.314116,16.248035,16.146635,16.088642,15.914662,14.981574,14.963475,16.035427,15.831515,15.675351,14.327996,16.0353,15.975739,15.979251,16.907696,16.885933
2025-06-01,25.371117,24.085375,22.742275,22.691277,21.464348,24.358265,24.737326,24.29909,23.884504,23.899696,23.38255,23.519535,23.004272,22.909294,23.059422,23.84961,25.26372,25.656124,25.92703,24.435757,25.265774,26.563942,26.08795,24.921873,25.160023,25.250095,24.29909,24.32084
2025-07-01,24.315933,23.547653,22.91986,22.896961,22.087938,23.612139,23.850777,23.574884,23.432747,23.440668,23.252365,23.301592,23.116432,23.116652,23.375622,23.838493,24.602446,24.502584,24.689545,23.95874,24.186504,25.170923,24.773214,24.116722,24.104622,24.181028,23.574884,23.58858
2025-08-01,28.453842,27.834213,26.727018,26.679152,25.099771,28.036129,28.220953,28.007277,27.799112,27.806614,27.38069,27.494877,27.065361,26.966885,27.377193,28.234596,29.014881,28.318592,28.367222,28.325254,28.444225,28.9448,27.864101,28.383621,28.437717,28.45929,28.007277,28.017881
2025-09-01,21.877142,22.37541,22.730455,22.7368,22.381771,22.25159,22.009365,22.289404,22.588362,22.57885,22.703918,22.672382,22.791006,22.8424,23.180262,23.298779,23.017233,21.626423,21.499498,22.86482,22.24221,21.872168,20.67004,22.486254,22.328987,22.2831,22.289404,22.275503
2025-10-01,17.354816,18.411118,19.410713,19.441217,19.460794,18.612001,17.901161,18.722971,18.727507,18.710617,18.89982,18.852797,19.029682,19.0487,19.18619,19.046057,18.43692,16.79538,16.55285,18.576283,17.828728,16.978998,15.3339,18.140875,17.999685,17.912685,18.722971,18.68218
2025-11-01,13.44902,14.784786,15.851141,15.883909,15.997196,15.052908,14.26713,15.175576,15.117243,15.09925,15.273634,15.230955,15.391494,15.376394,15.376137,15.131305,14.35322,12.60574,12.095966,14.713259,13.972603,12.385242,10.15958,14.256531,14.203701,14.066722,15.175576,15.130485
2025-12-01,10.430659,11.999534,13.232654,13.270914,13.683013,12.16633,11.3543415,12.293092,12.375753,12.35529,12.568364,12.5158,12.713519,12.696257,12.558356,12.154987,11.264768,9.587194,9.138166,11.799583,11.099136,9.350632,7.4584756,11.34281,11.369704,11.197513,12.293092,12.246496
2026-01-01,10.994142,12.314827,13.403087,13.437211,13.876717,12.336211,11.705383,12.43469,12.6388235,12.620901,12.865037,12.803303,13.035516,13.040773,13.0209875,12.672594,11.794255,10.215629,9.696261,12.201121,11.424015,9.888749,7.8294444,11.733898,11.623702,11.501844,12.43469,12.39849
2026-02-01,10.161864,11.427855,12.536789,12.573973,13.176528,11.569535,10.911983,11.672187,11.703995,11.687711,11.986887,11.909684,12.200079,12.240104,12.2717495,11.9032135,10.883819,9.07887,8.560884,11.385003,10.507915,8.8894205,6.6198287,10.882258,10.751428,10.630249,11.672187,11.634453
2026-03-01,12.320047,13.115803,13.902783,13.928807,14.189672,13.263844,12.759237,13.342618,13.319937,13.308163,13.469401,13.428612,13.582041,13.591944,13.597748,13.386469,12.855877,11.72845,11.482,13.079506,12.564163,11.832948,10.3551855,12.797568,12.704009,12.641599,13.342618,13.313661
2026-04-01,12.068926,13.10648,14.184865,14.223688,14.643454,13.381297,12.722746,13.484104,13.315354,13.301583,13.555079,13.489658,13.735743,13.759037,13.815811,13.517959,12.673181,10.944968,10.62343,13.002757,12.168586,11.083867,9.214343,12.574228,12.371083,12.297688,13.484104,13.446313
2026-05-01,16.825714,17.26804,17.765085,17.783546,17.671469,17.789762,17.258108,17.872759,17.35159,17.345762,17.417046,17.399183,17.466377,17.471191,17.60888,17.61772,17.348251,16.02964,15.919879,17.332733,16.85376,16.438078,15.084397,17.096706,16.98415,16.950502,17.872759,17.842249
2026-06-01,24.530418,23.451136,22.526903,22.494604,21.568594,23.765123,24.016666,23.725855,23.250334,23.262968,22.930466,23.017757,22.689411,22.644821,22.885414,23.509188,24.502176,24.56717,24.801105,23.785265,24.221167,25.499296,24.823616,24.090288,24.124292,24.228884,23.725855,23.74029
2026-07-01,27.227238,25.989267,24.726856,24.679117,23.398777,26.196815,26.58788,26.135765,25.796047,25.81054,25.356255,25.476276,25.024822,24.961782,25.20515,25.99615,27.380684,27.72066,28.007545,26.466515,27.17879,28.54718,28.277672,26.861305,27.045544,27.132051,26.135765,26.158205
2026-08-01,25.49517,25.525875,25.262747,25.245384,24.375185,25.443567,25.42159,25.446999,25.651634,25.648928,25.539667,25.570225,25.455292,25.469759,25.95259,26.491352,26.735035,25.560291,25.555412,26.261772,25.944143,25.959265,25.000336,26.007847,25.977743,25.939924,25.446999,25.445736
2026-09-01,21.98656,22.432573,22.7478,22.753923,22.386755,22.45535,22.170912,22.499756,22.610693,22.602625,22.659721,22.64634,22.69667,22.709972,22.896484,22.972673,22.728115,21.571259,21.481089,22.70477,22.27057,21.88727,20.780348,22.453873,22.376318,22.332926,22.499756,22.483433
2026-10-01,18.464617,19.230743,20.003262,20.02741,20.06265,19.222567,18.78727,19.29052,19.462395,19.449831,19.65796,19.60459,19.805344,19.85466,20.01,19.87116,19.330746,17.96979,17.840029,19.451212,18.795732,18.26805,16.997107,19.081865,18.935177,18.87562,19.29052,19.26554
2026-11-01,12.722756,14.043595,15.308815,15.352024,15.9609375,14.032048,13.406977,14.129628,14.341086,14.3232355,14.674564,14.583557,14.9258795,14.988072,15.056894,14.657232,13.7235565,12.008787,11.583862,14.073265,13.161815,11.794053,9.99579,13.52517,13.35567,13.237409,14.129628,14.093759
2026-12-01,13.698519,14.973262,16.089859,16.125835,16.694061,14.922041,14.343056,15.012427,15.284101,15.266636,15.640424,15.543182,15.908956,15.998552,16.18532,15.860209,14.908585,13.089051,12.592203,15.203037,14.209255,12.731633,10.828008,14.585645,14.39398,14.270696,15.012427,14.979202
2027-01-01,9.555557,10.964784,12.344205,12.392224,13.257532,10.99167,10.308155,11.098374,11.268737,11.249979,11.608124,11.515505,11.863892,11.912661,11.880886,11.387184,10.385891,8.792833,8.373609,10.848254,9.984085,8.594587,6.7949815,10.332717,10.187083,10.063635,11.098374,11.059151
2027-02-01,9.605083,10.701401,11.905974,11.949335,12.687899,10.768669,10.179742,10.860608,10.934827,10.919604,11.1907835,11.120932,11.383677,11.402398,11.245735,10.760719,10.022309,8.836834,8.583477,10.429659,9.850462,8.967051,7.4113235,10.12298,10.025786,9.945385,10.860608,10.826813
2027-03-01,9.859621,11.06414,12.280238,12.325198,13.057382,11.335382,10.645105,11.443142,11.273283,11.258646,11.573422,11.491513,11.799612,11.829123,11.786136,11.328222,10.274593,8.5791645,8.206373,10.812398,9.943493,8.62362,6.6952057,10.363373,10.181549,10.087082,11.443142,11.40353
2027-04-01,13.668323,14.490755,15.34062,15.371629,15.510203,14.900292,14.273184,14.998191,14.646108,14.635466,14.787777,14.749114,14.894541,14.878902,14.873638,14.646628,13.956962,12.4578495,12.204554,14.26595,13.605047,12.761869,10.951341,13.968038,13.801316,13.751346,14.998191,14.962204
2027-05-01,17.04448,17.516603,17.933355,17.947466,17.683664,17.897718,17.453123,17.967123,17.617325,17.611237,17.611546,17.613121,17.60719,17.568071,17.610651,17.621862,17.306915,15.986559,15.790531,17.426838,17.02205,16.442707,14.578615,17.25724,17.191921,17.154156,17.967123,17.941608
2027-06-01,21.71283,21.240326,20.899994,20.889088,20.255398,21.569197,21.555223,21.571379,21.144295,21.14975,20.984846,21.028362,20.864685,20.83945,21.030125,21.391691,21.834618,21.439718,21.615335,21.437342,21.501635,22.212116,21.587828,21.528034,21.493774,21.545956,21.571379,21.570578
2027-07-01,27.985561,27.054832,25.73736,25.68234,24.211618,27.288206,27.559528,27.24585,26.96964,26.980423,26.495302,26.624752,26.137836,26.042816,26.29795,27.125385,28.202263,27.982887,28.220798,27.529465,28.029974,28.988283,28.159609,27.817873,28.03214,28.0704,27.24585,27.26142
2027-08-01,26.254911,25.806253,25.195915,25.17071,24.173264,25.952852,26.06189,25.935831,25.760427,25.765757,25.574804,25.625462,25.434917,25.433388,25.807384,26.362745,27.041271,26.541655,26.544357,26.358738,26.408934,26.857286,26.099503,26.329947,26.351152,26.361801,25.935831,25.942087
2027-09-01,23.684849,24.567085,24.851742,24.845732,24.015305,24.219406,23.907307,24.268127,24.986357,24.970154,25.024967,25.014431,25.054066,25.104984,25.730242,26.178022,25.83935,23.747135,23.569838,25.593313,24.722782,23.918432,22.462957,24.95506,24.872814,24.738785,24.268127,24.250217
2027-10-01,18.856386,19.705185,20.25504,20.26941,20.009039,19.823467,19.369013,19.894413,19.933224,19.9219,20.024487,19.999582,20.093267,20.095009,20.240273,20.21397,19.632195,17.951408,17.57186,19.848515,19.202816,18.021494,15.910195,19.465698,19.40298,19.305056,19.894413,19.868334
2027-11-01,15.796236,16.951162,17.797611,17.820919,17.792093,16.93468,16.385597,17.0204,17.275608,17.259167,17.416998,17.378412,17.523554,17.52338,17.634434,17.506338,16.778343,15.050432,14.641937,17.058098,16.30126,14.959523,13.003291,16.595135,16.509983,16.390871,17.0204,16.98889
